1	0.572048	1627.123555	220.986292	6.0	1	P41_04
1	0.843389	1624.037398	181.862950	6.0	1	P41_06_notch
0	0.734806	0.000000	0.000000	0.0	1	-
0	0.974934	0.000000	0.000000	0.0	1	-
1	0.837679	1627.123555	210.053797	6.0	1	P41_04
1	0.653995	1515.968019	363.795372	26.0	1	P41_03
1	0.406915	1688.166110	40.181015	3.0	1	P41_02
0	0.781490	0.000000	0.000000	0.0	1	-
1	0.453966	1681.461469	212.622996	2.0	1	P41_01
0	0.574877	0.000000	0.000000	0.0	1	-
1	0.917684	1515.968019	174.079417	26.0	1	P41_03
0	0.798223	0.000000	0.000000	0.0	1	-
1	0.551304	1681.461469	14.682625	2.0	1	P41_01
1	0.972563	1681.461469	266.810533	2.0	1	P41_01
0	0.519060	0.000000	0.000000	0.0	1	-
0	0.571125	0.000000	0.000000	0.0	1	-
1	0.575835	1688.166110	166.347978	3.0	1	P41_02
0	0.628923	0.000000	0.000000	0.0	1	-
1	0.490763	1627.123555	375.272945	6.0	1	P41_04
1	0.924773	1515.968019	388.318775	26.0	1	P41_03
1	0.571640	1681.461469	20.845327	2.0	1	P41_01
0	0.982650	0.000000	0.000000	0.0	1	-
1	0.462544	1624.037398	382.374391	6.0	1	P41_06_notch
0	0.769044	0.000000	0.000000	0.0	1	-
0	0.970430	0.000000	0.000000	0.0	1	-
0	0.430930	0.000000	0.000000	0.0	1	-
1	0.917464	1624.037398	117.751529	6.0	1	P41_06_notch
1	0.901705	1501.487343	60.210745	17.0	1	P41_05
0	0.733969	0.000000	0.000000	0.0	1	-
1	0.982389	1624.037398	157.210990	6.0	1	P41_06_notch
1	0.420917	1681.461469	430.622786	2.0	1	P41_01
1	0.969614	1688.166110	435.564634	3.0	1	P41_02
1	0.737416	1688.166110	105.849217	3.0	1	P41_02
0	0.970678	0.000000	0.000000	0.0	1	-
1	0.614162	1515.968019	14.728611	26.0	1	P41_03
0	0.660476	0.000000	0.000000	0.0	1	-
1	0.866424	1515.968019	36.887976	26.0	1	P41_03
0	0.729316	0.000000	0.000000	0.0	1	-
0	0.753508	0.000000	0.000000	0.0	1	-
0	0.469522	0.000000	0.000000	0.0	1	-
0	0.711742	0.000000	0.000000	0.0	1	-
0	0.444357	0.000000	0.000000	0.0	1	-
0	0.578375	0.000000	0.000000	0.0	1	-
