0	0.449070	0.000000	0.000000	0.0	1	-
0	0.670104	0.000000	0.000000	0.0	1	-
1	0.723945	1627.123555	392.089952	6.0	1	P41_04
1	0.832255	1501.487343	59.955252	17.0	1	P41_05
1	0.545518	1624.037398	355.077452	6.0	1	P41_06_notch
0	0.902151	0.000000	0.000000	0.0	1	-
0	0.419905	0.000000	0.000000	0.0	1	-
0	0.425537	0.000000	0.000000	0.0	1	-
1	0.553355	1681.461469	192.226215	2.0	1	P41_01
1	0.667631	1515.968019	267.945727	26.0	1	P41_03
1	0.883972	1627.123555	91.034848	6.0	1	P41_04
0	0.684902	0.000000	0.000000	0.0	1	-
1	0.782165	1681.461469	360.678405	2.0	1	P41_01
0	0.947457	0.000000	0.000000	0.0	1	-
1	0.411789	1681.461469	306.918035	2.0	1	P41_01
0	0.800266	0.000000	0.000000	0.0	1	-
1	0.458649	1624.037398	374.017565	6.0	1	P41_06_notch
1	0.518831	1624.037398	435.389714	6.0	1	P41_06_notch
0	0.730105	0.000000	0.000000	0.0	1	-
1	0.925718	1627.123555	166.704849	6.0	1	P41_04
1	0.561307	1624.037398	61.147439	6.0	1	P41_06_notch
1	0.935927	1501.487343	391.615537	17.0	1	P41_05
0	0.494764	0.000000	0.000000	0.0	1	-
1	0.542365	1681.461469	137.133524	2.0	1	P41_01
1	0.959796	1627.123555	374.672768	6.0	1	P41_04
1	0.643021	1624.037398	24.828037	6.0	1	P41_06_notch
0	0.976558	0.000000	0.000000	0.0	1	-
1	0.622710	1624.037398	181.586470	6.0	1	P41_06_notch
1	0.799269	1515.968019	346.213844	26.0	1	P41_03
1	0.996336	1501.487343	162.334988	17.0	1	P41_05
1	0.708771	1501.487343	77.528898	17.0	1	P41_05
0	0.580854	0.000000	0.000000	0.0	1	-
1	0.782032	1681.461469	137.222527	2.0	1	P41_01
1	0.759089	1624.037398	172.076187	6.0	1	P41_06_notch
1	0.697601	1688.166110	111.183146	3.0	1	P41_02
1	0.448899	1688.166110	75.295443	3.0	1	P41_02
1	0.994892	1624.037398	45.868366	6.0	1	P41_06_notch
1	0.596623	1624.037398	323.669652	6.0	1	P41_06_notch
1	0.824448	1681.461469	216.894339	2.0	1	P41_01
0	0.571609	0.000000	0.000000	0.0	1	-
0	0.878904	0.000000	0.000000	0.0	1	-
0	0.706540	0.000000	0.000000	0.0	1	-
0	0.997675	0.000000	0.000000	0.0	1	-
1	0.823808	1688.166110	395.185628	3.0	1	P41_02
0	0.994707	0.000000	0.000000	0.0	1	-
0	0.820962	0.000000	0.000000	0.0	1	-
0	0.415495	0.000000	0.000000	0.0	1	-
0	0.493150	0.000000	0.000000	0.0	1	-
1	0.613475	1681.461469	249.920469	2.0	1	P41_01
1	0.707952	1501.487343	277.563558	17.0	1	P41_05
0	0.912461	0.000000	0.000000	0.0	1	-
0	0.468201	0.000000	0.000000	0.0	1	-
0	0.741959	0.000000	0.000000	0.0	1	-
1	0.874674	1688.166110	63.197259	3.0	1	P41_02
1	0.882869	1688.166110	35.406253	3.0	1	P41_02
1	0.880085	1681.461469	418.619960	2.0	1	P41_01
0	0.735424	0.000000	0.000000	0.0	1	-
0	0.946293	0.000000	0.000000	0.0	1	-
1	0.777782	1627.123555	204.414020	6.0	1	P41_04
1	0.625563	1681.461469	351.553529	2.0	1	P41_01
1	0.557815	1515.968019	10.846481	26.0	1	P41_03
0	0.882501	0.000000	0.000000	0.0	1	-
1	0.544867	1681.461469	319.985651	2.0	1	P41_01
1	0.908966	1501.487343	366.679990	17.0	1	P41_05
0	0.441654	0.000000	0.000000	0.0	1	-
1	0.629233	1681.461469	132.448547	2.0	1	P41_01
0	0.882618	0.000000	0.000000	0.0	1	-
0	0.786425	0.000000	0.000000	0.0	1	-
1	0.945591	1624.037398	13.164837	6.0	1	P41_06_notch
1	0.981580	1624.037398	54.052661	6.0	1	P41_06_notch
0	0.750707	0.000000	0.000000	0.0	1	-
0	0.632680	0.000000	0.000000	0.0	1	-
0	0.703436	0.000000	0.000000	0.0	1	-
0	0.773988	0.000000	0.000000	0.0	1	-
0	0.949941	0.000000	0.000000	0.0	1	-
1	0.414094	1624.037398	362.084901	6.0	1	P41_06_notch
0	0.447538	0.000000	0.000000	0.0	1	-
1	0.762218	1501.487343	189.018332	17.0	1	P41_05
0	0.508344	0.000000	0.000000	0.0	1	-
1	0.792375	1515.968019	32.882832	26.0	1	P41_03
0	0.898645	0.000000	0.000000	0.0	1	-
1	0.987077	1681.461469	104.846548	2.0	1	P41_01
1	0.634014	1501.487343	251.276273	17.0	1	P41_05
0	0.944573	0.000000	0.000000	0.0	1	-
1	0.934864	1681.461469	423.785123	2.0	1	P41_01
1	0.877665	1688.166110	7.220912	3.0	1	P41_02
0	0.492179	0.000000	0.000000	0.0	1	-
1	0.635403	1681.461469	395.249582	2.0	1	P41_01
1	0.920409	1515.968019	198.627194	26.0	1	P41_03
1	0.574905	1624.037398	282.679061	6.0	1	P41_06_notch
1	0.808043	1515.968019	201.859756	26.0	1	P41_03
0	0.849316	0.000000	0.000000	0.0	1	-
1	0.412049	1515.968019	280.415645	26.0	1	P41_03
0	0.425074	0.000000	0.000000	0.0	1	-
1	0.773272	1627.123555	55.423423	6.0	1	P41_04
0	0.617475	0.000000	0.000000	0.0	1	-
1	0.855341	1688.166110	279.829717	3.0	1	P41_02
1	0.587817	1515.968019	293.538433	26.0	1	P41_03
0	0.423504	0.000000	0.000000	0.0	1	-
1	0.781954	1688.166110	416.525262	3.0	1	P41_02
0	0.922461	0.000000	0.000000	0.0	1	-
1	0.621609	1688.166110	100.616454	3.0	1	P41_02
0	0.658027	0.000000	0.000000	0.0	1	-
0	0.751799	0.000000	0.000000	0.0	1	-
1	0.580713	1515.968019	70.038198	26.0	1	P41_03
0	0.577914	0.000000	0.000000	0.0	1	-
1	0.767311	1515.968019	65.292285	26.0	1	P41_03
0	0.551694	0.000000	0.000000	0.0	1	-
1	0.731241	1515.968019	334.410420	26.0	1	P41_03
1	0.804206	1624.037398	331.284544	6.0	1	P41_06_notch
0	0.469124	0.000000	0.000000	0.0	1	-
1	0.485313	1515.968019	394.331712	26.0	1	P41_03
0	0.890685	0.000000	0.000000	0.0	1	-
0	0.727621	0.000000	0.000000	0.0	1	-
0	0.504676	0.000000	0.000000	0.0	1	-
1	0.778124	1515.968019	107.618438	26.0	1	P41_03
1	0.506219	1515.968019	282.074247	26.0	1	P41_03
0	0.666298	0.000000	0.000000	0.0	1	-
1	0.810979	1515.968019	185.936372	26.0	1	P41_03
1	0.589906	1627.123555	291.618043	6.0	1	P41_04
0	0.481299	0.000000	0.000000	0.0	1	-
