0	0.880359	0.000000	0.000000	0.0	1	-
0	0.470013	0.000000	0.000000	0.0	1	-
1	0.648698	1681.461469	268.295646	2.0	1	P41_01
0	0.586482	0.000000	0.000000	0.0	1	-
1	0.557216	1515.968019	138.448660	26.0	1	P41_03
0	0.933022	0.000000	0.000000	0.0	1	-
0	0.723240	0.000000	0.000000	0.0	1	-
1	0.545236	1627.123555	162.477785	6.0	1	P41_04
1	0.650039	1627.123555	16.399914	6.0	1	P41_04
0	0.884719	0.000000	0.000000	0.0	1	-
0	0.705753	0.000000	0.000000	0.0	1	-
1	0.556185	1515.968019	283.309075	26.0	1	P41_03
1	0.442674	1627.123555	215.906595	6.0	1	P41_04
0	0.947283	0.000000	0.000000	0.0	1	-
0	0.492421	0.000000	0.000000	0.0	1	-
0	0.580459	0.000000	0.000000	0.0	1	-
1	0.992217	1627.123555	248.862012	6.0	1	P41_04
1	0.777403	1624.037398	161.971982	6.0	1	P41_06_notch
0	0.790232	0.000000	0.000000	0.0	1	-
1	0.836706	1688.166110	17.022359	3.0	1	P41_02
0	0.992347	0.000000	0.000000	0.0	1	-
0	0.884489	0.000000	0.000000	0.0	1	-
1	0.516207	1515.968019	133.837804	26.0	1	P41_03
0	0.910798	0.000000	0.000000	0.0	1	-
1	0.961537	1627.123555	374.854241	6.0	1	P41_04
0	0.598060	0.000000	0.000000	0.0	1	-
1	0.718464	1627.123555	54.546883	6.0	1	P41_04
1	0.986538	1515.968019	58.584510	26.0	1	P41_03
1	0.627928	1681.461469	326.182268	2.0	1	P41_01
1	0.496743	1627.123555	272.133207	6.0	1	P41_04
0	0.702771	0.000000	0.000000	0.0	1	-
0	0.867558	0.000000	0.000000	0.0	1	-
1	0.590751	1515.968019	191.949925	26.0	1	P41_03
0	0.877974	0.000000	0.000000	0.0	1	-
0	0.925507	0.000000	0.000000	0.0	1	-
0	0.406870	0.000000	0.000000	0.0	1	-
1	0.663857	1515.968019	75.287534	26.0	1	P41_03
1	0.996274	1624.037398	337.235750	6.0	1	P41_06_notch
1	0.547239	1688.166110	314.160600	3.0	1	P41_02
0	0.481189	0.000000	0.000000	0.0	1	-
0	0.409069	0.000000	0.000000	0.0	1	-
0	0.980064	0.000000	0.000000	0.0	1	-
0	0.521996	0.000000	0.000000	0.0	1	-
0	0.918373	0.000000	0.000000	0.0	1	-
1	0.863255	1688.166110	21.005266	3.0	1	P41_02
1	0.597439	1627.123555	76.917461	6.0	1	P41_04
1	0.950694	1627.123555	109.880618	6.0	1	P41_04
1	0.608635	1624.037398	79.125218	6.0	1	P41_06_notch
0	0.997563	0.000000	0.000000	0.0	1	-
0	0.716004	0.000000	0.000000	0.0	1	-
0	0.872306	0.000000	0.000000	0.0	1	-
0	0.404957	0.000000	0.000000	0.0	1	-
0	0.758348	0.000000	0.000000	0.0	1	-
1	0.506535	1681.461469	72.009713	2.0	1	P41_01
1	0.691695	1624.037398	21.271664	6.0	1	P41_06_notch
0	0.663112	0.000000	0.000000	0.0	1	-
0	0.534908	0.000000	0.000000	0.0	1	-
0	0.478539	0.000000	0.000000	0.0	1	-
0	0.965886	0.000000	0.000000	0.0	1	-
1	0.690108	1681.461469	360.646587	2.0	1	P41_01
0	0.518913	0.000000	0.000000	0.0	1	-
0	0.402296	0.000000	0.000000	0.0	1	-
0	0.663304	0.000000	0.000000	0.0	1	-
